"['Anne', 'pays']",[ True]
"['Elaine', 'pays']",[ True]
"['Jonathan', 'pays']",[ True]
"['Albert', 'pays']",[ True]
"['Benjamin', 'pays']",[ True]
"['Charlotte', 'pays']",[ True]
"['Roger', 'pays']",[ True]
"['Jason', 'pays']",[ True]
"['Arthur', 'pays']",[ True]
"['Carolyn', 'pays']",[ True]
"['Brian', 'pays']",[ True]
"['Angela', 'pays']",[False]
"['Albert', 'pays']",[ True]
"['Samuel', 'pays']",[ True]
"['Amy', 'pays']",[ True]
"['Edward', 'pays']",[ True]
"['Charlotte', 'pays']",[ True]
"['Walter', 'pays']",[ True]
"['Virginia', 'pays']",[False]
"['Ben', 'pays']",[ True]
"['Michael', 'pays']",[ True]
"['Katherine', 'pays']",[ True]
"['Walter', 'pays']",[ True]
"['Sandra', 'pays']",[False]
"['Melissa', 'pays']",[ True]
"['Janet', 'pays']",[ True]
"['Bruce', 'pays']",[False]
"['Jessica', 'pays']",[ True]
"['Heather', 'pays']",[ True]
"['Nicole', 'pays']",[ True]
"['Carol', 'pays']",[False]
"['Pamela', 'pays']",[False]
"['Alan', 'pays']",[False]
"['Wendy', 'pays']",[ True]
"['Andrew', 'pays']",[ True]
"['Janet', 'pays']",[ True]
"['Anne', 'pays']",[ True]
"['Julie', 'pays']",[False]
"['Stephen', 'pays']",[ True]
"['Andrew', 'pays']",[ True]
"['Janet', 'pays']",[ True]
"['Mary', 'pays']",[ True]
"['Thomas', 'pays']",[ True]
"['Donna', 'pays']",[False]
"['Lawrence', 'pays']",[False]
"['Matt', 'pays']",[ True]
"['Angela', 'pays']",[False]
"['Susan', 'pays']",[False]
"['Thomas', 'pays']",[ True]
"['Scott', 'pays']",[False]
"['Albert', 'pays']",[ True]
"['Dan', 'pays']",[False]
"['Jane', 'pays']",[ True]
"['Maria', 'pays']",[False]
"['Christine', 'pays']",[False]
"['Ron', 'pays']",[ True]
"['Kenneth', 'pays']",[ True]
"['Steve', 'pays']",[ True]
"['Sophie', 'pays']",[ True]
"['Rachel', 'pays']",[ True]
"['Judith', 'pays']",[False]
"['Sophie', 'pays']",[ True]
"['Dorothy', 'pays']",[False]
"['Jill', 'pays']",[ True]
"['Victoria', 'pays']",[ True]
"['Tim', 'pays']",[ True]
"['Arthur', 'pays']",[ True]
"['Edith', 'pays']",[ True]
"['Jill', 'pays']",[ True]
"['Jennifer', 'pays']",[False]
"['Walter', 'pays']",[ True]
"['Kathy', 'pays']",[False]
"['Simon', 'pays']",[ True]
"['Samuel', 'pays']",[ True]
"['Colin', 'pays']",[ True]
"['Laura', 'pays']",[ True]
"['Howard', 'pays']",[ True]
"['Fred', 'pays']",[ True]
"['Fiona', 'pays']",[ True]
"['Rebecca', 'pays']",[ True]
"['Joan', 'pays']",[False]
"['Steven', 'pays']",[ True]
"['Fred', 'pays']",[ True]
"['Diane', 'pays']",[False]
"['Andrea', 'pays']",[False]
"['Charlie', 'pays']",[False]
"['Alan', 'pays']",[False]
"['Marilyn', 'pays']",[False]
"['Bill', 'pays']",[False]
"['Tom', 'pays']",[ True]
"['Jonathan', 'pays']",[ True]
"['Kenneth', 'pays']",[ True]
"['Kathleen', 'pays']",[False]
"['Richard', 'pays']",[ True]
"['Dorothy', 'pays']",[False]
"['Janet', 'pays']",[ True]
"['Kate', 'pays']",[ True]
"['Julia', 'pays']",[ True]
"['Scott', 'pays']",[False]
"['Barbara', 'pays']",[False]
"['Benjamin', 'pays']",[ True]
"['Alison', 'pays']",[False]
"['Maria', 'pays']",[False]
"['Michelle', 'pays']",[ True]
"['Amy', 'pays']",[ True]
"['Katherine', 'pays']",[ True]
"['Martin', 'pays']",[ True]
"['Steven', 'pays']",[ True]
"['Cynthia', 'pays']",[False]
"['Chris', 'pays']",[ True]
"['Laura', 'pays']",[ True]
"['Carl', 'pays']",[ True]
"['Elaine', 'pays']",[ True]
"['James', 'pays']",[ True]
"['Suzanne', 'pays']",[False]
"['Diana', 'pays']",[False]
"['Alex', 'pays']",[ True]
"['Greg', 'pays']",[ True]
"['Nicole', 'pays']",[ True]
"['Paul', 'pays']",[ True]
"['Carol', 'pays']",[False]
"['David', 'pays']",[ True]
"['Kathy', 'pays']",[False]
"['Melissa', 'pays']",[ True]
"['Anne', 'pays']",[ True]
"['Arthur', 'pays']",[ True]
"['Fiona', 'pays']",[ True]
"['James', 'pays']",[ True]
"['Katie', 'pays']",[ True]
"['Ron', 'pays']",[ True]
"['Evelyn', 'pays']",[ True]
"['Kim', 'pays']",[ True]
"['Jerry', 'pays']",[ True]
"['Anne', 'pays']",[ True]
"['Greg', 'pays']",[ True]
"['Larry', 'pays']",[ True]
"['Louis', 'pays']",[ True]
"['Chris', 'pays']",[ True]
"['Ron', 'pays']",[ True]
"['Michael', 'pays']",[ True]
"['Charlotte', 'pays']",[ True]
"['Elaine', 'pays']",[ True]
"['Louis', 'pays']",[ True]
"['Mark', 'pays']",[ True]
"['Helen', 'pays']",[ True]
"['Ralph', 'pays']",[ True]
"['Jennifer', 'pays']",[False]
"['Billy', 'pays']",[ True]
"['Bob', 'pays']",[ True]
"['Patrick', 'pays']",[False]
"['Rebecca', 'pays']",[ True]
"['Jim', 'pays']",[False]
"['Richard', 'pays']",[ True]
"['Harriet', 'pays']",[False]
"['Marie', 'pays']",[False]
"['Bob', 'pays']",[ True]
"['Ruth', 'pays']",[ True]
"['Florence', 'pays']",[False]
"['Scott', 'pays']",[False]
"['Ashley', 'pays']",[ True]
"['Margaret', 'pays']",[ True]
"['Sue', 'pays']",[False]
"['Judy', 'pays']",[False]
"['Margaret', 'pays']",[ True]
"['Robert', 'pays']",[ True]
"['Virginia', 'pays']",[False]
"['Helen', 'pays']",[ True]
"['Alexander', 'pays']",[ True]
"['Daniel', 'pays']",[ True]
"['Arthur', 'pays']",[ True]
"['Albert', 'pays']",[ True]
"['Bobby', 'pays']",[ True]
"['Alexandra', 'pays']",[ True]
"['Simon', 'pays']",[ True]
"['Sara', 'pays']",[ True]
"['Stephen', 'pays']",[ True]
"['Bruce', 'pays']",[False]
"['Kate', 'pays']",[ True]
"['Kate', 'pays']",[ True]
"['Cynthia', 'pays']",[False]
"['Dan', 'pays']",[False]
"['Nicole', 'pays']",[ True]
"['Ann', 'pays']",[False]
"['Alice', 'pays']",[ True]
"['Tim', 'pays']",[ True]
"['Susan', 'pays']",[False]
"['Alan', 'pays']",[False]
"['Judy', 'pays']",[False]
"['Bobby', 'pays']",[ True]
"['Nancy', 'pays']",[False]
"['Ralph', 'pays']",[ True]
"['Heather', 'pays']",[ True]
"['Ken', 'pays']",[ True]
"['Alison', 'pays']",[False]
"['David', 'pays']",[ True]
"['Lucy', 'pays']",[False]
"['Maria', 'pays']",[False]
"['Janet', 'pays']",[ True]
"['Bruce', 'pays']",[False]
"['Brian', 'pays']",[ True]
"['Fred', 'pays']",[ True]
"['Adam', 'pays']",[ True]
"['Louise', 'pays']",[ True]
"['Betty', 'pays']",[False]
"['Lucy', 'pays']",[False]
"['Ryan', 'pays']",[ True]
"['Kathryn', 'pays']",[ True]
"['Eric', 'pays']",[ True]
"['Angela', 'pays']",[False]
"['Adam', 'pays']",[ True]
"['Nick', 'pays']",[ True]
"['Jean', 'pays']",[ True]
"['Stephanie', 'pays']",[False]
"['Florence', 'pays']",[False]
"['Larry', 'pays']",[ True]
